Résultats exporté en Sat Dec 10 2022 avec un total de 248 documents trouvés.

title;type;reference;date;responsibleService
"Procès-verbal de la 2283ème réunion de la Commission (Strasbourg, 12 février 2019)";"Minutes of Commission meeting";"PV(2019)2283";"2019-03-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2286ème réunion de la Commission (Bruxelles, 6 mars 2019)";"Minutes of Commission meeting";"PV(2019)2286";"2019-03-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2285ème réunion de la Commission (Bruxelles, 27 février 2019)";"Minutes of Commission meeting";"PV(2019)2285";"2019-03-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2284ème réunion de la Commission (Bruxelles, 20 février 2019)";"Minutes of Commission meeting";"PV(2019)2284";"2019-03-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2281ème réunion de la Commission (Bruxelles, 30 janvier 2019)";"Minutes of Commission meeting";"PV(2019)2281";"2019-02-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2282ème réunion de la Commission (Bruxelles, 6 février 2019)";"Minutes of Commission meeting";"PV(2019)2282";"2019-02-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2279ème réunion de la Commission (Strasbourg, 15 janvier 2019)";"Minutes of Commission meeting";"PV(2019)2279";"2019-02-15T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2280ème réunion de la Commission (Bruxelles, 23 janvier 2019)";"Minutes of Commission meeting";"PV(2019)2280";"2019-02-15T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2277ème réunion de la Commission (Bruxelles, 19 décembre 2018)";"Minutes of Commission meeting";"PV(2018)2277";"2019-02-01T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2276ème réunion de la Commission (Strasbourg, 11 décembre 2018)";"Minutes of Commission meeting";"PV(2018)2276";"2019-01-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2275ème réunion de la Commission (Bruxelles, 5 décembre 2018)";"Minutes of Commission meeting";"PV(2018)2275";"2019-01-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2273ème réunion de la Commission (Bruxelles, 21 et 22 novembre 2018)";"Minutes of Commission meeting";"PV(2018)2273";"2018-12-21T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2272ème réunion de la Commission (Strasbourg, 13 novembre 2018)";"Minutes of Commission meeting";"PV(2018)2272";"2018-12-07T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2269ème réunion de la Commission (Bruxelles, 17 octobre 2018)";"Minutes of Commission meeting";"PV(2018)2269";"2018-11-30T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2267ème réunion de la Commission (Strasbourg, 2 octobre 2018)";"Minutes of Commission meeting";"PV(2018)2267";"2018-10-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2265ème réunion de la Commission (Strasbourg, 11 septembre 2018)";"Minutes of Commission meeting";"PV(2018)2265";"2018-10-22T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2261ème réunion de la Commission (Strasbourg, 3 juillet 2018)";"Minutes of Commission meeting";"PV(2018)2261";"2018-07-20T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2260ème réunion de la Commission (Bruxelles, 27 juin 2018)";"Minutes of Commission meeting";"PV(2018)2260";"2018-07-13T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2259ème réunion de la Commission (Bruxelles, 20 juin 2018)";"Minutes of Commission meeting";"PV(2018)2259";"2018-07-13T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2258ème réunion de la Commission (Strasbourg, 12 juin 2018)";"Minutes of Commission meeting";"PV(2018)2258";"2018-07-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2257ème réunion de la Commission (Bruxelles, 6 juin 2018)";"Minutes of Commission meeting";"PV(2018)2257";"2018-07-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2255ème réunion de la Commission (Bruxelles, 23 mai 2018)";"Minutes of Commission meeting";"PV(2018)2255";"2018-06-15T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2256ème réunion de la Commission (Strasbourg, 29 mai 2018)";"Minutes of Commission meeting";"PV(2018)2256";"2018-06-15T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2253ème réunion de la Commission (Bruxelles, 2 mai 2018)";"Minutes of Commission meeting";"PV(2018)2253";"2018-06-01T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2252ème réunion de la Commission (Bruxelles, 25 avril 2018)";"Minutes of Commission meeting";"PV(2018)2252";"2018-05-25T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2250ème réunion de la Commission (Bruxelles, 11 avril 2018)";"Minutes of Commission meeting";"PV(2018)2250";"2018-05-25T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2251ème réunion de la Commission (Strasbourg, 17 avril 2018)";"Minutes of Commission meeting";"PV(2018)2251";"2018-05-04T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2249ème réunion de la Commission (Bruxelles, 28 mars 2018)";"Minutes of Commission meeting";"PV(2018)2249";"2018-04-20T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2246ème réunion de la Commission (Bruxelles, 7 mars 2018)";"Minutes of Commission meeting";"PV(2018)2246";"2018-04-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2247ème réunion de la Commission (Strasbourg, 13 mars 2018)";"Minutes of Commission meeting";"PV(2018)2247";"2018-04-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2242ème réunion de la Commission (Strasbourg, 6 février 2018)";"Minutes of Commission meeting";"PV(2018)2242";"2018-03-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2243ème réunion de la Commission (Bruxelles, 14 février 2018)";"Minutes of Commission meeting";"PV(2018)2243";"2018-03-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2245ème réunion de la Commission (Bruxelles, 28 février 2018)";"Minutes of Commission meeting";"PV(2018)2245";"2018-03-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2241ème réunion de la Commission (Bruxelles, 31 janvier 2018)";"Minutes of Commission meeting";"PV(2018)2241";"2018-03-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2239ème réunion de la Commission (Strasbourg, 16 janvier 2018)";"Minutes of Commission meeting";"PV(2018)2239";"2018-02-28T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2238ème réunion de la Commission (Bruxelles, 10 janvier 2018)";"Minutes of Commission meeting";"PV(2018)2238";"2018-02-23T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2235ème réunion de la Commission (Bruxelles, 6 décembre 2017)";"Minutes of Commission meeting";"PV(2017)2235";"2018-02-16T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2237ème réunion de la Commission (Bruxelles, 20 décembre 2017)";"Minutes of Commission meeting";"PV(2017)2237";"2018-02-16T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2236ème réunion de la Commission (Strasbourg, 12 décembre 2017)";"Minutes of Commission meeting";"PV(2017)2236";"2018-02-02T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2234ème réunion de la Commission (Bruxelles, 29 novembre 2017)";"Minutes of Commission meeting";"PV(2017)2234";"2018-01-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2233ème réunion de la Commission (Bruxelles, 22 novembre 2017)";"Minutes of Commission meeting";"PV(2017)2233";"2018-01-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2231ème réunion de la Commission (Bruxelles, 8 novembre 2017)";"Minutes of Commission meeting";"PV(2017)2231";"2017-12-15T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2232ème réunion de la Commission (Strasbourg, 14 novembre 2017)";"Minutes of Commission meeting";"PV(2017)2232";"2017-12-15T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2228ème réunion de la Commission (Bruxelles, 11 octobre 2017)";"Minutes of Commission meeting";"PV(2017)2228";"2017-11-29T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2230ème réunion de la Commission (Strasbourg, 24 octobre 2017)";"Minutes of Commission meeting";"PV(2017)2230";"2017-11-29T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2229ème réunion de la Commission (Bruxelles, 18 octobre 2017)";"Minutes of Commission meeting";"PV(2017)2229";"2017-11-29T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2226ème réunion de la Commission (Bruxelles, 27 septembre 2017)";"Minutes of Commission meeting";"PV(2017)2226";"2017-11-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2227ème réunion de la Commission (Strasbourg, 3 octobre 2017)";"Minutes of Commission meeting";"PV(2017)2227";"2017-11-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2223ème réunion de la Commission (Bruxelles, 6 septembre 2017)";"Minutes of Commission meeting";"PV(2017)2223";"2017-11-08T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2222ème réunion de la Commission (Bruxelles, 26 juillet 2017)";"Minutes of Commission meeting";"PV(2017)2222";"2017-11-08T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2220ème réunion de la Commission (Bruxelles, 12 juillet 2017)";"Minutes of Commission meeting";"PV(2017)2220";"2017-09-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2221ème réunion de la Commission (Bruxelles, 19 juillet 2017)";"Minutes of Commission meeting";"PV(2017)2221";"2017-09-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2218ème réunion de la Commission (Bruxelles, 28 juin 2017)";"Minutes of Commission meeting";"PV(2017)2218";"2017-07-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2219ème réunion de la Commission (Strasbourg, 4 juillet 2017)";"Minutes of Commission meeting";"PV(2017)2219";"2017-07-19T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2212ème réunion de la Commission (Strasbourg, 16 mai 2017)";"Minutes of Commission meeting";"PV(2017)2212";"2017-07-19T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2217ème réunion de la Commission (Bruxelles, 21 juin 2017)";"Minutes of Commission meeting";"PV(2017)2217";"2017-07-05T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2216ème réunion de la Commission (Strasbourg, 13 juin 2017)";"Minutes of Commission meeting";"PV(2017)2216";"2017-06-28T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2214ème réunion de la Commission (Bruxelles, 31 mai 2017)";"Minutes of Commission meeting";"PV(2017)2214";"2017-06-21T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2215ème réunion de la Commission (Bruxelles, 7 juin 2017)";"Minutes of Commission meeting";"PV(2017)2215";"2017-06-21T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2213ème réunion de la Commission (Bruxelles, 24 mai 2017)";"Minutes of Commission meeting";"PV(2017)2213";"2017-06-07T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2211ème réunion de la Commission (Bruxelles, 10 mai 2017)";"Minutes of Commission meeting";"PV(2017)2211";"2017-05-24T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2210ème réunion de la Commission (Bruxelles, 3 mai 2017)";"Minutes of Commission meeting";"PV(2017)2210";"2017-05-17T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2208ème réunion de la Commission (Bruxelles, 12 avril 2017)";"Minutes of Commission meeting";"PV(2017)2208";"2017-05-03T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2207ème réunion de la Commission (Strasbourg, 4 avril 2017)";"Minutes of Commission meeting";"PV(2017)2207";"2017-04-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2206ème réunion de la Commission (Bruxelles, 29 mars 2017)";"Minutes of Commission meeting";"PV(2017)2206";"2017-04-12T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2205ème réunion de la Commission (Bruxelles, 22 mars 2017)";"Minutes of Commission meeting";"PV(2017)2205";"2017-04-04T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2203ème réunion de la Commission (Bruxelles, 8 mars 2017)";"Minutes of Commission meeting";"PV(2017)2203";"2017-03-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2202ème réunion de la Commission (Bruxelles, 28 février et 1er mars 2017)";"Minutes of Commission meeting";"PV(2017)2202";"2017-03-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2201ème réunion de la Commission (Bruxelles, 22 février 2017)";"Minutes of Commission meeting";"PV(2017)2201";"2017-03-08T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2198ème réunion de la Commission (Bruxelles, 1er février 2017)";"Minutes of Commission meeting";"PV(2017)2198";"2017-02-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2199ème réunion de la Commission (Bruxelles, 8 février 2017)";"Minutes of Commission meeting";"PV(2017)2199";"2017-02-22T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2197ème réunion de la Commission (Bruxelles, 25 janvier 2017)";"Minutes of Commission meeting";"PV(2017)2197";"2017-02-08T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2196ème réunion de la Commission (Strasbourg, 17 janvier 2017)";"Minutes of Commission meeting";"PV(2017)2196";"2017-02-01T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2195ème réunion de la Commission (Bruxelles, 10 janvier 2017)";"Minutes of Commission meeting";"PV(2017)2195";"2017-01-25T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2145ème réunion de la Commission (Bruxelles, 11 novembre 2015)";"Minutes of Commission meeting";"PV(2015)2145";"2017-01-24T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2194ème réunion de la Commission (Bruxelles, 21 décembre 2016)";"Minutes of Commission meeting";"PV(2016)2194";"2017-01-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2193ème réunion de la Commission (Strasbourg, 13 décembre 2016)";"Minutes of Commission meeting";"PV(2016)2193";"2017-01-10T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2192ème réunion de la Commission (Bruxelles, 7 décembre 2016)";"Minutes of Commission meeting";"PV(2016)2192";"2016-12-21T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2190ème réunion de la Commission (Strasbourg, 22 novembre 2016)";"Minutes of Commission meeting";"PV(2016)2190";"2016-12-07T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2187ème réunion de la Commission (Strasbourg, 25 octobre 2016)";"Minutes of Commission meeting";"PV(2016)2187";"2016-11-30T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2189ème réunion de la Commission (Bruxelles, 16 novembre 2016)";"Minutes of Commission meeting";"PV(2016)2189";"2016-11-30T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2186ème réunion de la Commission (Bruxelles, 19 octobre 2016)";"Minutes of Commission meeting";"PV(2016)2186";"2016-11-16T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2184ème réunion de la Commission (Strasbourg, 4 octobre 2016)";"Minutes of Commission meeting";"PV(2016)2184";"2016-11-10T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2185ème réunion de la Commission (Bruxelles, 12 octobre 2016)";"Minutes of Commission meeting";"PV(2016)2185";"2016-10-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2183ème réunion de la Commission (Bruxelles, 28 septembre 2016)";"Minutes of Commission meeting";"PV(2016)2183";"2016-10-13T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2182ème réunion de la Commission (Bruxelles, 21 septembre 2016)";"Minutes of Commission meeting";"PV(2016)2182";"2016-10-05T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2181ème réunion de la Commission (Strasbourg, 13 septembre 2016)";"Minutes of Commission meeting";"PV(2016)2181";"2016-09-29T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2178ème réunion de la Commission (Bruxelles, 20 juillet 2016)";"Minutes of Commission meeting";"PV(2016)2178";"2016-09-07T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2176ème réunion de la Commission (Strasbourg, 5 juillet 2016)";"Minutes of Commission meeting";"PV(2016)2176";"2016-07-27T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2177ème réunion de la Commission (Bruxelles, 13 juillet 2016)";"Minutes of Commission meeting";"PV(2016)2177";"2016-07-27T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2175ème réunion de la Commission (Bruxelles, 27 juin 2016)";"Minutes of Commission meeting";"PV(2016)2175";"2016-07-13T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2174ème réunion de la Commission (Bruxelles, 22 juin 2016)";"Minutes of Commission meeting";"PV(2016)2174";"2016-07-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2172ème réunion de la Commission (Strasbourg, 7 juin 2016)";"Minutes of Commission meeting";"PV(2016)2172";"2016-06-22T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2171ème réunion de la Commission (Bruxelles, 1 juin 2016)";"Minutes of Commission meeting";"PV(2016)2171";"2016-06-22T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2170ème réunion de la Commission (Bruxelles, 25 mai 2016)";"Minutes of Commission meeting";"PV(2016)2170";"2016-06-08T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2167ème réunion de la Commission (Bruxelles, 4 mai 2016)";"Minutes of Commission meeting";"PV(2016)2167";"2016-05-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2168ème réunion de la Commission (Strasbourg, 10 mai 2016)";"Minutes of Commission meeting";"PV(2016)2168";"2016-05-26T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2166ème réunion de la Commission (Bruxelles, 27 avril 2016)";"Minutes of Commission meeting";"PV(2016)2166";"2016-05-11T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2165ème réunion de la Commission (Bruxelles, le 20 avril 2016)";"Minutes of Commission meeting";"PV(2016)2165";"2016-05-04T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2164ème réunion de la Commission (Strasbourg, 12 avril 2016)";"Minutes of Commission meeting";"PV(2016)2164";"2016-04-27T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2163ème réunion de la Commission (Bruxelles, 6 avril 2016)";"Minutes of Commission meeting";"PV(2016)2163";"2016-04-25T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2162ème réunion de la Commission (Bruxelles, 23 mars 2016)";"Minutes of Commission meeting";"PV(2016)2162";"2016-04-15T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2161ème réunion de la Commission (Bruxelles, 16 mars 2016)";"Minutes of Commission meeting";"PV(2016)2161";"2016-04-07T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2159ème réunion de la Commission (Bruxelles, 2 mars 2016)";"Minutes of Commission meeting";"PV(2016)2159";"2016-03-23T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2160ème réunion de la Commission (Strasbourg, 8 mars 2016)";"Minutes of Commission meeting";"PV(2016)2160";"2016-03-23T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2158ème réunion de la Commission (Bruxelles, 24 février 2016)";"Minutes of Commission meeting";"PV(2016)2158";"2016-03-10T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2157ème réunion de la Commission (Bruxelles, 17 février 2016)";"Minutes of Commission meeting";"PV(2016)2157";"2016-02-24T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2156ème réunion de la Commission (Bruxelles, 10 février 2016)";"Minutes of Commission meeting";"PV(2016)2156";"2016-02-24T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2154ème réunion de la Commission (Strasbourg, 2 février 2016)";"Minutes of Commission meeting";"PV(2016)2154";"2016-02-17T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2153ème réunion de la Commission (Bruxelles, 27 janvier 2016)";"Minutes of Commission meeting";"PV(2016)2153";"2016-02-10T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2151ème réunion de la Commission (Bruxelles, 13 janvier 2016)";"Minutes of Commission meeting";"PV(2016)2151";"2016-01-28T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2150ème réunion de la Commission (Strasbourg, 15 décembre 2015)";"Minutes of Commission meeting";"PV(2015)2150";"2016-01-14T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2149ème réunion de la Commission (Bruxelles, 9 décembre 2015)";"Minutes of Commission meeting";"PV(2015)2149";"2015-12-16T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2148ème réunion de la Commission (Bruxelles, 2 décembre 2015)";"Minutes of Commission meeting";"PV(2015)2148";"2015-12-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2146ème réunion de la Commission (Bruxelles, 18 novembre 2015)";"Minutes of Commission meeting";"PV(2015)2146";"2015-12-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2147ème réunion de la Commission (Strasbourg, 24 novembre 2015)";"Minutes of Commission meeting";"PV(2015)2147";"2015-12-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2144ème réunion de la Commission (Strasbourg, 27 octobre 2015)";"Minutes of Commission meeting";"PV(2015)2144";"2015-11-11T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2143ème réunion de la Commission (Bruxelles, 21 octobre 2015)";"Minutes of Commission meeting";"PV(2015)2143";"2015-10-29T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2142ème réunion de la Commission (Bruxelles, 14 octobre 2015)";"Minutes of Commission meeting";"PV(2015)2142";"2015-10-21T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2141ème réunion de la Commission (Strasbourg, 6 octobre 2015)";"Minutes of Commission meeting";"PV(2015)2141";"2015-10-14T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2139ème réunion de la Commission (Bruxelles, 23 septembre 2015)";"Minutes of Commission meeting";"PV(2015)2139";"2015-09-30T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2138ème réunion de la Commission (Bruxelles, 16 septembre 2015)";"Minutes of Commission meeting";"PV(2015)2138";"2015-09-23T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2137ème réunion de la Commission (Strasbourg, 8 septembre 2015)";"Minutes of Commission meeting";"PV(2015)2137";"2015-09-17T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2136ème réunion de la Commission (Bruxelles, 22 juillet 2015)";"Minutes of Commission meeting";"PV(2015)2136";"2015-09-09T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2132ème réunion de la Commission (Bruxelles, 24 juin 2015)";"Minutes of Commission meeting";"PV(2015)2132";"2015-07-08T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2128ème réunion de la Commission (Bruxelles, 27 mai 2015)";"Minutes of Commission meeting";"PV(2015)2128";"2015-06-10T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2126ème réunion de la Commission (Bruxelles, 13 mai 2015)";"Minutes of Commission meeting";"PV(2015)2126";"2015-05-27T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2125ème réunion de la Commission (Bruxelles, 6 mai 2015)";"Minutes of Commission meeting";"PV(2015)2125";"2015-05-13T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2123ème réunion de la Commission (Bruxelles, 22 avril 2015)";"Minutes of Commission meeting";"PV(2015)2123";"2015-05-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2124ème réunion de la Commission (Strasbourg, 28 avril 2015)";"Minutes of Commission meeting";"PV(2015)2124";"2015-05-06T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2121ème réunion de la Commission (Bruxelles, 25 mars 2015)";"Minutes of Commission meeting";"PV(2015)2121";"2015-04-22T02:00:00.000+0200";"Secretariat-General"
"Procès-verbal de la 2119ème réunion de la Commission (Strasbourg, 10 mars 2015)";"Minutes of Commission meeting";"PV(2015)2119";"2015-03-26T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2120ème réunion de la Commission (Bruxelles, 18 mars 2015)";"Minutes of Commission meeting";"PV(2015)2120";"2015-03-26T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2118ème réunion de la Commission (Bruxelles, 4 mars 2015)";"Minutes of Commission meeting";"PV(2015)2118";"2015-03-18T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2116ème réunion de la Commission (Bruxelles, 18 février 2015)";"Minutes of Commission meeting";"PV(2015)2116";"2015-03-04T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2114ème réunion de la Commission (Bruxelles, 4 février 2015)";"Minutes of Commission meeting";"PV(2015)2114";"2015-02-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2115ème réunion de la Commission (Strasbourg, 10 février 2015)";"Minutes of Commission meeting";"PV(2015)2115";"2015-02-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2113ème réunion de la Commission (Bruxelles, 28 janvier 2015)";"Minutes of Commission meeting";"PV(2015)2113";"2015-02-19T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2112ème réunion de la Commission (Bruxelles, 21 janvier 2015)";"Minutes of Commission meeting";"PV(2015)2112";"2015-01-29T01:00:00.000+0100";"Secretariat-General"
"Procès-verbal de la 2110ème réunion de la Commission (Strasbourg, 16 décembre 2014)";"Minutes of Commission meeting";"PV(2014)2110";"2015-01-14T01:00:00.000+0100";"Secretariat-General"
